1	CACM-2319	0.14220074423849122
1	CACM-1410	0.1400909313210736
1	CACM-1657	0.13120368550705463
1	CACM-1938	0.12134184047562638
1	CACM-1069	0.1193331126329979
1	CACM-2629	0.11745442772706893
1	CACM-1071	0.11459472196451466
1	CACM-2151	0.11297838065081525
1	CACM-1572	0.10993666240778106
1	CACM-0971	0.10913063834114209
1	CACM-2371	0.10820525940623067
1	CACM-1752	0.10342464772121256
1	CACM-0866	0.10103913840108293
1	CACM-3069	0.0971408478842059
1	CACM-2219	0.09676176540642967
1	CACM-2218	0.09620615896544936
1	CACM-2069	0.09490261691013514
1	CACM-2036	0.09449450002508093
1	CACM-1106	0.09444162526218651
1	CACM-1461	0.09405378941499966
1	CACM-2340	0.09171296959957072
1	CACM-2621	0.0908442760548914
1	CACM-1844	0.08850204588440654
1	CACM-1605	0.08728046963025121
1	CACM-2685	0.08604542090623471
1	CACM-1107	0.08527090268669472
1	CACM-1642	0.08488322257681727
1	CACM-1168	0.08367263854846682
1	CACM-0171	0.08262784516728544
1	CACM-1519	0.08232415503935528
1	CACM-0069	0.08219675361834924
1	CACM-2439	0.08194387190629467
1	CACM-2317	0.08100049893889477
1	CACM-1753	0.07971686109049747
1	CACM-0050	0.07899874156558931
1	CACM-1462	0.07867388926716944
1	CACM-1046	0.07763374107517626
1	CACM-2357	0.07745870891660585
1	CACM-0397	0.07709734115719635
1	CACM-2522	0.07676976908541687
1	CACM-0163	0.07628158308791103
1	CACM-0157	0.07623686256038728
1	CACM-1523	0.07578231756997998
1	CACM-1161	0.0753234655968508
1	CACM-2128	0.07518533134706895
1	CACM-2950	0.07482500093409904
1	CACM-0148	0.0747280128291251
1	CACM-0135	0.07466241864820915
1	CACM-0061	0.07465595772591235
1	CACM-2379	0.07455449922232249
1	CACM-3048	0.07428361485891213
1	CACM-0118	0.07416259102540469
1	CACM-2424	0.07406564333516082
1	CACM-1746	0.07403216408189403
1	CACM-1827	0.07380031001509144
1	CACM-1908	0.0737529879219127
1	CACM-2378	0.07357387981629898
1	CACM-2054	0.0735722475580111
1	CACM-0098	0.07293474582731345
1	CACM-0006	0.07287486376062995
1	CACM-2920	0.0721672490358893
1	CACM-2358	0.0718720589043711
1	CACM-1901	0.07180197079838496
1	CACM-3174	0.07168378109987911
1	CACM-0265	0.0712968204550384
1	CACM-1769	0.07114826957884923
1	CACM-1440	0.07079635133471522
1	CACM-1680	0.07038580055928813
1	CACM-0031	0.07021535280847323
1	CACM-0067	0.06988926660669473
1	CACM-2607	0.06956268103152752
1	CACM-2796	0.06926573996384988
1	CACM-2500	0.06860916274316277
1	CACM-0103	0.0684923525841642
1	CACM-2380	0.06836255050643121
1	CACM-0105	0.06821760042924811
1	CACM-2557	0.06810946965291328
1	CACM-1408	0.06808714445196766
1	CACM-0234	0.06739790715150575
1	CACM-0704	0.06715986213714192
1	CACM-2951	0.06679122609768112
1	CACM-1749	0.06648508506100576
1	CACM-0198	0.06598597505431149
1	CACM-1506	0.06591902126081384
1	CACM-3127	0.06583736852363015
1	CACM-1391	0.0656967380258213
1	CACM-2313	0.0653889755004314
1	CACM-1280	0.0653425263027773
1	CACM-1747	0.0652582616622204
1	CACM-1805	0.06502215552611712
1	CACM-1281	0.06497919688532777
